Upstream commit,Date,Summary,Paths touched,Decision,Notes
06ef672e6f02e2296d9c98a79c5299c9fe8facb6,2024-09-06,(AstInterface) Modify AstNodePtr and AstNodeType to use SgNode*.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/annotation/AnnotExpr.C src/midend/astUtil/annotation/OperatorDescriptors.h src/midend/astUtil/annotation/TypeAnnotation.C src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astInterface/AstInterface_ROSE.h src/midend/astUtil/astSupport/StmtInfoCollect.C src/midend/astUtil/astSupport/StmtInfoCollect.h src/midend/programAnalysis/pointerAnal/PtrAnal.C src/midend/programAnalysis/valuePropagation/ValueAnnot.C src/midend/programAnalysis/valuePropagation/ValuePropagate.C src/midend/programTransformation/loopProcessing/computation/DepCompTransform.C src/midend/programTransformation/loopProcessing/depInfo/ReuseAnalysis.C src/midend/programTransformation/loopProcessing/prepostTransformation/BreakupStmt.C,pick,Switched AstNodePtr/AstNodeType to SgNode/SgType; updated IsExpression API and call sites; added scope handling for lambda captures.
6002ff736f5b6ec23fccaff0433c6c0d0e956509,2024-09-06,(AstInterface) Revise and fix GetScope to return correct variable scopes.,src/midend/astUtil/astInterface/AstInterface.C,pick,Reworked GetScope resolution logic (this/lambda/params) and removed debug print in IsMemoryAllocation.
42bd919fb391039e2c740041dc128d1b5de4186a,2024-09-10,(Doxygen main page) simplified the content; removed broken links,docs/Rose/MainPage.dox,pick,Simplified Doxygen main page and redirected to ROSE wiki/resources.
1ecb54f23daf8f568daed86f813ffb73536fbe7b,2024-09-10,(Doxygen main page) fixed <td> placements; a bit proofreading,docs/Rose/MainPage.dox,pick,Adjusted MainPage table layout and wording without reintroducing dropped language claims.
d0e7a94986aff25e617855dfeb51108696974adc,2024-09-10,(Doxygen) converted one chapter from the tutorial pdf into doxygen,docs/Rose/MainPage.dox docs/Rose/astConstruction.dox docs/Rose/rose.cfg.in,pick-partial,Added astConstruction page and Doxygen config updates; skipped binary tutorial references (BinaryAnalysis dropped).
0cf68b1c19e9431e1cb0c7c785824e507a71aec8,2024-09-10,(Doxygen) revert a tutorial title to be original,docs/Rose/astConstruction.dox,pick,Updated astConstruction page title.
b35cba2e6aceded0b3c8fdc97fbd020c4437e828,2024-09-10,(Release) Incremented version to 0.11.145.138,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION configure.ac and config/SCM_DATE.
09294674743a2e2b44a8738c15371aff93da62d9,2024-09-10,(CMake) Add quadmath; AppleClang; and properly set rose-config entries,src/CMakeLists.txt,pick-partial,Applied AppleClang handling and rose-config libdir/rpath updates; skipped export/install for missing RoseSQLite3xDatabase/rose_LIB_OBJS targets.
d7bfa60637195b040d17a980a0731edc35a42eda,2024-09-10,(CMake/Mac) Remove WIP export commands.,src/CMakeLists.txt,pick,Already absent in REX; no change needed.
604872a11c115180d0a0b298c274f8de749ca379,2024-09-11,(Release) Incremented version to 0.11.145.139,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION and configure.ac plus config/SCM_DATE.
f68e641e5186707167bb8e98eb0fbef2ae2af7c7,2024-09-12,(SideEffectAnalysis) Revise and add support for tracking new delete and free.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astSupport/AnalysisInterface.h src/midend/astUtil/astSupport/StmtInfoCollect.C src/midend/astUtil/astSupport/StmtInfoCollect.h,pick,Added Free side effects and malloc/new plus free/delete tracking; IsExpression now unwraps expr statements; GetExpressionType made static for helper use.
eaaaa6cf0e3fc77cc0164cb96ae0d7139a1f97f9,2024-09-14,(Binary Analysis) Semantics for MIPS rotate instructions,src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherMips.C,drop,BinaryAnalysis dropped in REX.
63c004bab90f8a4e3d9bd588bb45c4f83175693b,2024-09-14,(Release) Incremented version to 0.11.145.140,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION and configure.ac plus config/SCM_DATE.
9b16bff89e743d39320a8391720025a7b0330894,2024-09-17,(CICD) Adding a test for the Libadalang frontend,.gitlab-ci.yml,drop,Libadalang support dropped in REX.
fc605f957cfaf6fde2c87ecd51f09e903047052f,2024-09-17,(RWSets) Removed unnecessary whitespace,src/midend/programAnalysis/ReadWriteSetAnalysis/Makefile.am,drop,ReadWriteSetAnalysis dropped in REX.
47e4d10187a7356d270c207be1b0635e8c0a6c55,2024-09-17,(RWSetTests) Fixed JSON testing,src/midend/programAnalysis/ReadWriteSetAnalysis/ReadWriteSetRecords.h,drop,ReadWriteSetAnalysis dropped in REX.
c8f09e063e99471cc4154f85a927eec2603995bd,2024-09-17,(RWSets) found a bug in output sorting,src/midend/programAnalysis/ReadWriteSetAnalysis/ReadWriteSetRecords.C,drop,ReadWriteSetAnalysis dropped in REX.
d429ca0be9ed1846ece4983f74cd18f8698cadf4,2024-09-17,(Release) Incremented version to 0.11.145.141,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION and configure.ac plus config/SCM_DATE.
6bb29415902361ccfeeb0c375d3d62f4b2f8751b,2024-09-17,(AstInterface) Fix global unique name for types.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astInterface/AstInterface_ROSE.h,pick,GetTypeInfo now supports global unique names and pointer suffix; GetVariableSignature uses global unique type name.
f74ad1c611f261a20e85d4a34057f43e3c76c487,2024-09-19,(ECJ) Fixed dependency in ECJ support for missing JavaParser.h,src/3rdPartyLibraries/java-parser/Makefile.am,drop,Java frontend and autotools dropped in REX.
d0a01b22501e57cbb9cc11406a678b6bc87a78db,2024-09-19,(CICD) Adding Coverage Analysis test to release pipeline,.gitlab-ci.yml,drop,Upstream CI only; not synced in REX.
4bb02e688fee51f3c01c0785be02788d676593cc,2024-09-19,(CMake) Find library dirs by macro,CMakeLists.txt src/CMakeLists.txt,pick-partial,Added rose_library_dir_list macro and fixed QUADMATH dir handling; skipped Boost directory use and root quadmath cache changes not present in REX.
c2f3a5bd55684fc3ff5dece9ef35927718ade6f7,2024-09-19,(CMake) Track more libraries and filter duplicate dirs,src/CMakeLists.txt,pick-partial,Added ZLIB dir tracking and duplicate removal; skipped YAML and other library blocks not present or dropped in REX.
b6f542b85488bfd59779d4ba94ca063feb509647,2024-09-19,(Binary Analysis) Removed unused SgAsmInstruction::sources,src/AstNodes/BinaryAnalysis/SgAsmInstruction.h src/frontend/Disassemblers/SgAsmInstruction.C,drop,BinaryAnalysis dropped in REX.
374207e076be84e9027c4e08416dcd84e31de1c3,2024-09-19,(Binary Analysis) Regenerated SgAsm* types with rosebud,src/ROSETTA/src/binaryInstruction.C,drop,BinaryAnalysis dropped in REX.
087278226b29fc145e0fbf0bc1ebb25d9b106cdb,2024-09-19,(Support) Hasher::HashFactory::createFactory returns std::shared_ptr,src/roseSupport/Combinatorics.C src/roseSupport/Combinatorics.h,drop,src/roseSupport not present in REX.
3deacee6183a15c9713865bf6550a85711399e24,2024-09-19,(Engineering) Fixed warning from `ASSERT_not_null(this)`,src/midend/astProcessing/AstProcessing.h,pick,Replaced ASSERT_not_null(this) with ASSERT_this().
1a901f2cc420fda8c15995d080fcc5dc69cc343b,2024-09-19,(Binary Analysis) Improved PPC instruction descriptions,src/Rose/BinaryAnalysis/Architecture/Powerpc.C,drop,BinaryAnalysis dropped in REX.
9afc58771860cb14c425c17e14d1f43c690bdec6,2024-09-19,(Binary Analysis) Updated binary analysis tutorial,src/Rose/BinaryAnalysis.h src/Rose/BinaryAnalysis/Architecture/Base.h tutorial/binaryAnalysis/disassembler.C,drop,BinaryAnalysis dropped in REX.
b6608fa17ab5de83a84e5f75d3e4f3bed2201293,2024-09-19,(Documentation) Updated example project,tools/PortabilityTesting/lib/matrix/test-project/Makefile tools/PortabilityTesting/lib/matrix/test-project/README tools/PortabilityTesting/lib/matrix/test-project/README.md tools/PortabilityTesting/lib/matrix/test-project/Tupfile tools/PortabilityTesting/lib/matrix/test-project/VERSION tools/PortabilityTesting/lib/matrix/test-project/configure tools/PortabilityTesting/lib/matrix/test-project/test-rose.C,drop,PortabilityTesting tools dropped in REX.
512b275dc128815be45c3846943c8e2c893e611c,2024-09-19,"(Binary Analysis) Added PowerPC ""illegal"" instruction",src/Rose/BinaryAnalysis/Architecture/Powerpc.C src/Rose/BinaryAnalysis/Disassembler/Powerpc.C src/Rose/BinaryAnalysis/InstructionEnumsPowerpc.h src/roseSupport/stringify.C src/roseSupport/stringify.h,drop,BinaryAnalysis and src/roseSupport dropped in REX.
551c211b20051b24cfe5dc72ab540bc67b4b3acc,2024-09-19,(Support) Rose::ParallelSort::quicksort works for empty input,src/Rose/ParallelSort.h,drop,src/Rose/ParallelSort.h not present in REX.
c7f1b665e1fd051b9e4d6f69baf81e85af0c9da0,2024-09-19,(Release) Incremented version to 0.11.145.142,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION and configure.ac plus config/SCM_DATE.
0e7b5b6b61eafc999898e0ce1b2a0fcd669517bc,2024-09-19,(YAML) Move documentation to header and doxy-if it,src/Rose/Yaml.C src/Rose/Yaml.h,drop,YAML support dropped in REX.
f60cc7694a6ed43aba8b2ae61d54f7e8d2253799,2024-09-20,(CMake) Fix EDG macro for quadfloat,rose_config.h.in.cmake src/CMakeLists.txt,drop,EDG frontend dropped in REX.
b920e6717360703a2557e4c55868ae36115ff510,2024-09-20,(CMake) Add Aterm support for Jovial,CMakeLists.txt,drop,Jovial frontend dropped in REX.
ed1a09eef1d75561f35834b747fe9750894a2d14,2024-09-20,(CMake) Add Stratego Support for Jovial,CMakeLists.txt cmake/FindAterm.cmake cmake/FindSGLRI.cmake,drop,Jovial frontend dropped in REX.
fbf89aadf7e6a063fc66a7ac0cb95a68ad7a7616,2024-09-20,(CMake) Require Aterm and Stratego paths to be specified at config time,CMakeLists.txt cmake/FindAterm.cmake,drop,Jovial frontend dropped in REX.
591a07a922c19136a431a6405407ff6caca46eda,2024-09-20,(CMake) Define Macro used by jovial_support.C,cmake/FindSGLRI.cmake rose_config.h.in.cmake,drop,Jovial frontend dropped in REX.
3c4087e67fd72e26e28bb5d101700701f942165c,2024-09-20,(CMake) Define remaining macros for sage_support.C SageTreeBuilder.C utility_functions.C and cmdline.c,cmake/FindSGLRI.cmake rose_config.h.in.cmake src/frontend/CMakeLists.txt src/frontend/Experimental_Jovial_ROSE_Connection/CMakeLists.txt,drop,Jovial frontend dropped in REX.
374959fbdbac885468704ca00f678f6d5e3b63c3,2024-09-20,(CMake) Added and improved CMakeLists.txt for Jovial,CMakeLists.txt cmake/FindSGLRI.cmake src/CMakeLists.txt src/frontend/CMakeLists.txt src/frontend/Experimental_General_Language_Support/ATerm/CMakeLists.txt src/frontend/Experimental_General_Language_Support/CMakeLists.txt src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.h src/frontend/Experimental_Jovial_ROSE_Connection/CMakeLists.txt src/frontend/Experimental_Jovial_ROSE_Connection/jovial_support.C src/frontend/SageIII/CMakeLists.txt,drop,Jovial frontend dropped in REX.
e3d3a31bfca4b7d355ad360322e6fc5b2acdb3b7,2024-09-20,(CMake) Fix SageTreeBuilder error to enable parallel compilation,src/frontend/Experimental_General_Language_Support/ATerm/CMakeLists.txt src/frontend/Experimental_General_Language_Support/CMakeLists.txt src/frontend/Experimental_Jovial_ROSE_Connection/CMakeLists.txt,drop,Jovial targets and ATerm CMakeLists not present in REX.
e27360df4f4b9fbad2dda1227bcafc590305eefe,2024-09-20,(Release) Incremented version to 0.11.145.143,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION and configure.ac plus config/SCM_DATE.
b143d4e789607cd20510f398e6458283f1af5125,2024-09-23,(AstInterface) Remove space in GetGlobalUniqueName.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/astInterface/AstInterface.C,pick,Added GetGlobalUniqueName definition/declaration; removed spaces in global unique names; wired use_global_unique_name in IsVarRef/GetVarName; and fixed DebugAstUtil typo.
f5f14cfb29200d9374d545470ca64cfcd0d414ae,2024-09-23,(Ada) Remove rpath to build dir from rose-config,Makefile.am,drop,Ada frontend dropped in REX; autotools Makefile.am inventory only.
9bef5858141b7c63bf6fe02abe01199000da8e38,2024-09-23,(Release) Incremented version to 0.11.145.144,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
f9b658c21a65a61d38f8cabbfb6e598583a979c3,2024-09-23,(Engineering) function spelling and warnings,src/backend/unparser/AdaCodeGeneration/unparseAda_types.C src/backend/unparser/nameQualificationSupport.C src/frontend/Experimental_Ada_ROSE_Connection/AdaExpression.C src/frontend/Experimental_Ada_ROSE_Connection/AdaMaker.C src/frontend/Experimental_Ada_ROSE_Connection/AdaMaker.h src/frontend/Experimental_Ada_ROSE_Connection/AdaStatement.C src/frontend/Experimental_Ada_ROSE_Connection/AdaType.C src/frontend/Experimental_Ada_ROSE_Connection/Ada_to_ROSE.C src/frontend/SageIII/sageInterface/sageGeneric.h src/frontend/SageIII/sageInterface/sageInterfaceAda.C,drop,Ada unparser/frontend changes; Ada support dropped in REX.
0f75082425ea3cd0a745c232f6fe710e2c438dac,2024-09-23,(Ada) fix warnings and other improvments,src/frontend/Experimental_Ada_ROSE_Connection/AdaMaker.C src/frontend/Experimental_Ada_ROSE_Connection/AdaMaker.h src/frontend/SageIII/sageInterface/sageInterfaceAda.C src/frontend/SageIII/sageInterface/sageInterfaceAda.h src/frontend/SageIII/sage_support/cmdline.C,drop,Ada frontend/unparser and cmdline Ada support dropped in REX.
00e511b069b56faba3dde7e9938c0f8a764f0210,2024-09-25,fix type of SgLongLongIntVal to represent proper type of SgTypeLongLong,src/ROSETTA/src/expression.C,pick,Updated ROSETTA LongLongIntVal GENERIC_TYPE to SgTypeLongLong.
953ef994428d72a7f8d722148129b82ea5bd114a,2024-09-25,(CMake) Improve Doxygen logic by removing excess code and nested if statements,CMakeLists.txt cmake/FindDoxygen.cmake cmake/blt/cmake/BLTOptions.cmake cmake/blt/cmake/SetupDocs.cmake src/CMakeLists.txt,pick-partial,Applied ROSE_VERSION whitespace strip; gated Doxygen discovery with ENABLE_DOXYGEN; updated FindDoxygen warnings; and limited rose-config libdir/rpath messages to Debug; skipped BLT/SetupDocs changes (BLT not used in REX) and formatting-only edits.
19e23925ad47aba291b2d56ca9720812aa992131,2024-09-25,(CMake) Make Code Review modifications,CMakeLists.txt cmake/blt/cmake/BLTOptions.cmake,drop,BLT CMake section not present in REX; no applicable changes.
28b551e5e59a106c2e827b0d5e143b9fcb600441,2024-09-25,(cmake) Genrating objects libraries instead of static,CMakeLists.txt config/CMakeLists.txt src/CMakeLists.txt src/Rose/CodeGen/CMakeLists.txt src/frontend/CxxFrontend/EDG src/frontend/Experimental_General_Language_Support/CMakeLists.txt src/frontend/Experimental_Jovial_ROSE_Connection/CMakeLists.txt,drop,Touches EDG/Jovial/BinaryAnalysis/CodeGen and EDG install paths; dropped components in REX.
6349ad48186f5325acdc3d41a5b19a579e0a6032,2024-09-25,(Jovial) Lower case always store,src/3rdPartyLibraries/jovial-parser/sdf_syntax/Main.sdf src/3rdPartyLibraries/jovial-parser/share/rose/Jovial.tbl,drop,Jovial parser components dropped in REX.
9982cfc0bce2b49094250cfd9c3a15457f4e6925,2024-09-25,(Binary Analysis) bat-dis can run the partitioner directly,tools/BinaryAnalysis/bat-dis.C,drop,BinaryAnalysis tools dropped in REX.
6aad3e56a4c6ecec365de042357f5f889ff5aa5d,2024-09-25,(Binary Analysis) Fixed some compiler warnings,src/Rose/BinaryAnalysis/CallingConvention/StoragePool.h src/Rose/BinaryAnalysis/Concolic/Settings.h src/Rosebud/BoostSerializer.C tools/BinaryAnalysis/bat-mem.C,drop,BinaryAnalysis/Rosebud/Sawyer changes dropped in REX.
865925f9568e9469e6839b6a4bd0a40858c5928c,2024-09-25,(Testing) Install README.md and VERSION from test project,Makefile.am,drop,Autotools Makefile.am change; inventory only.
b11c18902d2c35c8dff2fafb5408dd85bdb308c9,2024-09-25,(Libadalang) Record Body; Attribute References; & Object-Oriented Syntax,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.h src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangType.C src/frontend/Experimental_Libadalang_ROSE_Connection/Libadalang_to_ROSE.C,drop,Ada/Libadalang support dropped in REX.
dde957968ad60d3cd7eacfd92d26ec69235c7681,2024-09-25,(Libadalang) SingleProtectedDecl; ProtectedBody; & EntryBody,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/Libadalang_to_ROSE.C,drop,Ada/Libadalang support dropped in REX.
d799733cbd17e01fddd99dc424fa6d8b518427a4,2024-09-25,(Libadalang) NullLiteral; Aggregate Update; & Entry Index Spec Fix,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangType.C,drop,Ada/Libadalang support dropped in REX.
5669d5abb3d0df384435a01fdc221efc008ef490,2024-09-25,(Libadalang) Floating & Fixed point defs; Generic & Formal decls,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangType.C src/frontend/Experimental_Libadalang_ROSE_Connection/Libadalang_to_ROSE.C,drop,Ada/Libadalang support dropped in REX.
15af2953b919022cc4f6d4cb5fc9f43e900707b2,2024-09-25,(Libadalang) ada_single_task_decl & a few small fixes,src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangExpression.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.C src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangStatement.h src/frontend/Experimental_Libadalang_ROSE_Connection/LibadalangType.C src/frontend/Experimental_Libadalang_ROSE_Connection/Libadalang_to_ROSE.C,drop,Ada/Libadalang support dropped in REX.
7c5b8f9b0e6287f861e08c0d3f546c09f2c87a6a,2024-09-25,(Binary Analysis) Added MIPS semantics,src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherMips.C,drop,BinaryAnalysis subtree dropped in REX.
d311477f552774848d4567c926942ef54db99c1d,2024-09-25,(ROSETTA) recognize std::uint* variants,src/ROSETTA/src/buildStorageClasses.C,drop,Upstream file src/ROSETTA/src/buildStorageClasses.C not present in REX.
3da5f63cf8cf346c5854efd88fff120ae0f7e3d5,2024-09-25,(Cil) Support Exception Handling - IR Nodes,src/AstNodes/BinaryAnalysis/SgAsmCilDataStream.h src/AstNodes/BinaryAnalysis/SgAsmCilExceptionData.h src/AstNodes/BinaryAnalysis/SgAsmCilMethodData.h src/AstNodes/BinaryAnalysis/SgAsmCilMethodDef.h src/ROSETTA/astNodeList src/ROSETTA/src/binaryInstruction.C src/ROSETTA/src/jovialNodes.C src/frontend/BinaryFormats/CilImpl.C src/generated/BinaryAnalysis/CMakeLists.txt src/generated/BinaryAnalysis/Makefile.am src/generated/BinaryAnalysis/SgAsmCilExceptionData.C src/generated/BinaryAnalysis/SgAsmCilMethodData.C src/generated/BinaryAnalysis/SgAsmCilMethodDef.C src/generated/BinaryAnalysis/Tupfile src/generated/Rose/Sarif/Analysis.C src/generated/Rose/Sarif/Analysis.h src/generated/Rose/Sarif/Artifact.C src/generated/Rose/Sarif/Artifact.h src/generated/Rose/Sarif/CMakeLists.txt src/generated/Rose/Sarif/CodeFlow.C src/generated/Rose/Sarif/CodeFlow.h src/generated/Rose/Sarif/Location.C src/generated/Rose/Sarif/Location.h src/generated/Rose/Sarif/Log.C src/generated/Rose/Sarif/Log.h src/generated/Rose/Sarif/Makefile.am src/generated/Rose/Sarif/Node.C src/generated/Rose/Sarif/Node.h src/generated/Rose/Sarif/NodeDeclarations.h src/generated/Rose/Sarif/Result.C src/generated/Rose/Sarif/Result.h src/generated/Rose/Sarif/Rule.C src/generated/Rose/Sarif/Rule.h src/generated/Rose/Sarif/ThreadFlow.C src/generated/Rose/Sarif/ThreadFlow.h src/generated/Rose/Sarif/ThreadFlowLocation.C src/generated/Rose/Sarif/ThreadFlowLocation.h src/generated/Rose/Sarif/Tupfile,drop,BinaryAnalysis/CIL/SARIF/Jovial generated nodes dropped in REX.
16656d115f1b3eddccf7b732f10e01f4cbbca190,2024-09-25,(Release) Incremented version to 0.11.145.145,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
f9b1ec1555228c828ede6b7895ee6adac721ad6e,2024-09-26,(Jovial) MaxInt frontend failed,src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.h,drop,Jovial frontend dropped in REX.
d8a0239f9105845de28c4cc9c7b730f7a3154c8a,2024-09-27,(Release) Incremented version to 0.11.145.146,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
6439e41ea4326cb1b4954b5eb344aea1c45df2c4,2024-09-27,(Jovial) Add MAXFLOATPRECISION,src/3rdPartyLibraries/jovial-parser/sdf_syntax/Main.sdf src/3rdPartyLibraries/jovial-parser/share/rose/Jovial.tbl src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,drop,Jovial frontend/parser dropped in REX.
41c6580e3e3590e91394c400722acaa22dada261,2024-09-28,(Release) Incremented version to 0.11.145.147,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
d07e502821a85541e5f43d9baf91f24aee72d3b3,2024-09-28,(Jovial) Cast to table type,src/backend/unparser/JovialCodeGeneration/unparseJovial_expressions.C,drop,Jovial unparser dropped in REX.
a09c063313d60ba16d2d7ef98c9c9a8db9dedc88,2024-09-29,(Release) Incremented version to 0.11.145.148,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
16e9a797c672d52f1190b6da41087bb4f0f814d1,2024-10-01,(CMake) Improve conditions for finding and linking Quadmath to librose,CMakeLists.txt rose_config.h.in.cmake src/CMakeLists.txt src/frontend/CMakeLists.txt src/frontend/SageIII/CMakeLists.txt,pick-partial,Added quadmath library search and conditional linking/rose-config reporting; skipped EDG macro changes and Ada/Jovial build gating (dropped components); plus Boost/RPATH tweaks not applicable in REX.
86b479a6e53d228c2fd02cad7c789bd2ac7c8dda,2024-10-01,(CMake) Add libquadmath search paths; modify order these are searched,CMakeLists.txt,pick-partial,Expanded QUADMATH_SEARCH_PATHS; skipped EDG fallback macro and -lquadmath injection (EDG dropped in REX).
1459b6a433e9a82b4552bd778b225018673457b6,2024-10-01,(CMake) Reduce warnings regarding optional features for default builds,cmake/blt/SetupBLT.cmake cmake/blt/cmake/BLTOptions.cmake,drop,BLT build system not used in REX.
1c527858bfac1469e6b61dbe6082228890016625,2024-10-01,(Jovial) Pointer Conversion,src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C,drop,Jovial frontend dropped in REX.
b4b07c4c1656a54d24a42821ea518616fc2a8881,2024-10-01,(Release) Incremented version to 0.11.145.149,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
46706ce9ce4d5f4f31f09e478ddb9db4815a7930,2024-10-02,(unparser) Worked on unparsing for aggregate and constructor initializers,src/backend/unparser/CxxCodeGeneration/unparseCxx.h src/backend/unparser/CxxCodeGeneration/unparseCxx_expressions.C src/backend/unparser/CxxCodeGeneration/unparseCxx_statements.C src/backend/unparser/CxxCodeGeneration/unparseCxx_types.C src/backend/unparser/unparser.C,pick-partial,Applied C++ unparser aggregate/constructor initializer refactor; removed UPC/Java/Ada/EDG paths and comments per REX drop list; kept non-Boost filesystem handling.
6043c60e9ebe432a8b589576cb6653fd4c66b9c0,2024-10-02,(Binary Analysis) Regenerated AST nodes,src/ROSETTA/src/binaryInstruction.C src/ROSETTA/src/jovialNodes.C src/generated/Rose/Sarif/Analysis.C src/generated/Rose/Sarif/Analysis.h src/generated/Rose/Sarif/Artifact.C src/generated/Rose/Sarif/Artifact.h src/generated/Rose/Sarif/CMakeLists.txt src/generated/Rose/Sarif/CodeFlow.C src/generated/Rose/Sarif/CodeFlow.h src/generated/Rose/Sarif/Location.C src/generated/Rose/Sarif/Location.h src/generated/Rose/Sarif/Log.C src/generated/Rose/Sarif/Log.h src/generated/Rose/Sarif/Makefile.am src/generated/Rose/Sarif/Node.C src/generated/Rose/Sarif/Node.h src/generated/Rose/Sarif/NodeDeclarations.h src/generated/Rose/Sarif/Result.C src/generated/Rose/Sarif/Result.h src/generated/Rose/Sarif/Rule.C src/generated/Rose/Sarif/Rule.h src/generated/Rose/Sarif/ThreadFlow.C src/generated/Rose/Sarif/ThreadFlow.h src/generated/Rose/Sarif/ThreadFlowLocation.C src/generated/Rose/Sarif/ThreadFlowLocation.h src/generated/Rose/Sarif/Tupfile,drop,BinaryAnalysis/SARIF/Jovial generated nodes dropped in REX.
88033b89e61cb6b19395b9bbc1d065266f98817b,2024-10-02,(Binary Analysis) Added new SgAsmCil headers to build systems,Tuprules.tup cmake/copy_files.cmake scripts/edg-generate-sig src/CMakeLists.txt src/ROSETTA/src/Makefile.am src/frontend/SageIII/Makefile.am,drop,BinaryAnalysis dropped; EDG/autotools build updates skipped.
c5e0135427640222ba43f580640307dc4c299c2f,2024-10-02,(Release) Incremented version to 0.11.145.150,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,pick-partial,Updated ROSE_VERSION only; skipped EDG_VERSION; configure.ac; and config/SCM_DATE.
