Upstream commit,Upstream date,Summary,Paths touched,Decision,Apply method,REX commit,Validation,Notes
a80acc949a0998506d8e53245e6532d02adce7f2,2026-04-01,(Warnings) Fix a large assortment of warnings from several developers,src/Rose/BinaryAnalysis/Partitioner2/EngineJvm.C src/Rose/FlowGraphInterface.h src/frontend/BinaryFormats/CliHeader.C src/frontend/BinaryFormats/JvmField.C src/frontend/BinaryFormats/JvmMethod.C src/frontend/BinaryFormats/JvmNode.C src/frontend/ECJ_ROSE_Connection/VisitorContext.C src/frontend/SageIII/astFileIO/StorageClassMemoryManagement.C src/frontend/SageIII/attachPreprocessingInfoTraversal.C src/frontend/SageIII/dwarfSupport.C tools/checkFortranInterfaces/checkFortranInterfaces.C,pick-partial,manual,0b8a725db8b69e8d61938b5c44c1b76bc121b94b,cmake --build build -j32,"Ported retained unused-parameter warning fixes in attachPreprocessingInfoTraversal and checkFortranInterfaces. Dropped missing/dropped BinaryAnalysis, BinaryFormats, ECJ, DWARF, FlowGraph, and astFileIO hunks."
054c374d3d6ed7da6e357bbd4d027def46dfa3bf,2026-04-01,(Release) Incremented version to 0.11.145.413,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
72394de605096b3a500485a837df1f12551d02ac,2026-04-03,(AstDiff) Fix comparison of names to allow overwrite.,src/midend/astUtil/AstUtilInterface.C,pick-partial,manual,329b2cc9cb3fe7e43dda8afe48eb2b2280b703e8,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,Ported retained allocation/free call-side-effect collection behavior. Did not import AstDiff/name-string comparison policy.
f518569ba71d964db0d28f344f552c1bc5f51d23,2026-04-03,(ReadWriteAnalysis) Fix summary of pointer dereferences.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astInterface/AstInterface.h src/midend/astUtil/astSupport/StmtInfoCollect.C src/midend/astUtil/dependenceTracking/dependence_table.C,pick,manual,474844b647e283e2caf8da3870ebeff18a8e2bc4,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,Ported pointer-dereference read/write and aliasing analysis fixes. Adapted StmtInfoCollect to keep alias-declaration vectors separate from variable-declaration vectors in REX.
7e652cd36f715d07defad5dc132a1050cf9dbce9,2026-04-03,(ReadWriteAnalysis) Disable saving interprocedural info by default.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astSupport/StmtInfoCollect.C src/midend/astUtil/dependenceTracking/dependence_analysis.C src/midend/astUtil/dependenceTracking/dependence_table.C,pick,manual,927b6d416fb9c81dd223aa69d6f98c570277cf22,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,"Ported default policy change for read/write summaries. REX adaptation changes StmtSideEffectCollect's UnknownFunctionEffectPolicy default to ReportOnly, preserving explicit CollectSyntheticRefs opt-in while applying upstream nonlocal/unknown call handling and dependence cleanup."
22d382b471986ec33aebd973ce617c499c2f53c3,2026-04-03,(ReadWriteSetAnalysis) Fix changed aliasing and annotation support.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/astInterface/AstInterface.C src/midend/astUtil/astSupport/StmtInfoCollect.C src/midend/programTransformation/loopProcessing/computation/DepCompTransform.C,pick,manual,c3624c268a8869cf0f562643120b2f5058739fae,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,"Ported read/write-set alias initializer, memory subreference, function-scope annotation, and copy-array common-root fixes, preserving REX formatting and the prior UnknownFunctionEffectPolicy adaptation."
f043cbf8540f77fec5859766e959285aee2e3ee6,2026-04-03,(Release) Incremented version to 0.11.145.414,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
3c2043fe06e16e202c67439d0180bda7676f55f3,2026-04-04,(ByteCode JVM) Reduce number of Sage nodes used for attributes.,src/frontend/BinaryFormats/JvmAttribute.C,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
28aa17b482fe48cb4a6adec7be653341948e5c0c,2026-04-10,(S-Records) Generation uses unsigned extend to check address overflow,src/Rose/BinaryAnalysis/SRecord.C,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
4fc3b95bcde1b293cebbe35579e5623dca62343a,2026-04-10,(Sawyer) Allow `Interval::baseSize` to reach end of address space,src/Sawyer/Interval.h,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
f464074027af5497abea4b166d1bf953588eba6a,2026-04-10,(S-Records) Allow reading S-Records at end of address space,src/Rose/BinaryAnalysis/SRecord.C,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
5b2e8039cf209c3200037b31e25037482e0378c5,2026-04-10,(ByteCode JVM) Implement war file handling,src/ROSETTA/Grammar/grammarStorageClassDeclatationMacros.macro src/ROSETTA/src/buildStorageClasses.C src/Rose/BinaryAnalysis/Partitioner2/BasicTypes.h src/Rose/BinaryAnalysis/Partitioner2/EngineJvm.C src/Rose/BinaryAnalysis/Partitioner2/EngineJvm.h src/Rose/BinaryAnalysis/Partitioner2/ModulesJvm.C src/Rose/BinaryAnalysis/Partitioner2/ModulesJvm.h src/frontend/BinaryFormats/GenericFile.C src/util/commandlineProcessing/commandline_processing.C src/util/commandlineProcessing/commandline_processing.h,drop,not-applicable,N/A,python3 -B .codex/skills/rose-upstream-sync/scripts/classify_commit.py 5b2e8039cf209c3200037b31e25037482e0378c5; git show --format= --name-only 5b2e8039cf209c3200037b31e25037482e0378c5,Dropped Java/JVM WAR handling and BinaryAnalysis/JVM changes. REX has removed Java/JVM and binary front-end support; retained-looking ROSETTA storage-class files are absent in REX.
2604479c5ba72a4ec30702ff0c5355eb2c1f4687,2026-04-10,(AstDiff) Fix comparison of anonymous variables and compound types.,src/midend/astUtil/astInterface/AstInterface.C,pick-partial,manual-partial,71adbec904cc92e4962832ab2cab02cdb822bf35,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,Ported the retained corrected enum-declaration GetVariableSignature case. Skipped removed AstIdentical/AstTypeIdentical changes and anonymous-name callback logic not present in REX.
36dafb9d6c1dfe6d36417cc0f5b94accf052ac6b,2026-04-10,(Release) Incremented version to 0.11.145.415,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
26bd4494342709757e278265ff45d2f324a157e8,2026-04-15,(AstDiff) Fix array comparison and treating of pointers.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/astInterface/AstInterface.C,pick-partial,manual-partial,5c23a9391f5854ce4835196fe09fed44053428d1,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,Ported retained IsMemoryAccess subreference recursion and pointer-dereference handling. Skipped removed AstDiff comparison changes and debug-only hunks.
d46bc1f662f7cd75e9c293ab175951b4e160f356,2026-04-16,(Warnings) Fix switch/case fallthrough warning,src/midend/astUtil/astInterface/AstInterface.C,already-present,pre-existing,N/A,"git show --format= --unified=8 d46bc1f662f7cd75e9c293ab175951b4e160f356 -- src/midend/astUtil/astInterface/AstInterface.C; sed -n '1890,1925p' src/midend/astUtil/astInterface/AstInterface.C","No code change needed: REX IsAliasingDecl already returns false inside the pointer/reference branch, so the upstream fallthrough warning does not exist."
5ee48e521401350817d7581925c101af95e0bad5,2026-04-16,(Warnings) Fix a large assortment of warnings from several developers,CMakeLists.txt cmake/rose_config.h.in.cmake src/ROSETTA/src/support.C src/frontend/SageIII/astFileIO/StorageClassMemoryManagement.C src/frontend/SageIII/attachPreprocessingInfoTraversal.C src/midend/astProcessing/AstSharedMemoryParallelSimpleProcessing.C,pick-partial,manual-partial,d5c069a404939f6af8b2cab0dd4aa6ad5efc745f,cmake --build build -j32,"Ported retained attachPreprocessingInfoTraversal unused-parameter cleanup. Skipped stale CMake asm detection, removed storage-class memory-management code, and already-absent ROSETTA warning removals."
817f984c9134b800dee0dc95cbbcb664afa031ba,2026-04-16,(Release) Incremented version to 0.11.145.416,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
bd8721e08f1905ebeca49e8ee1ed4d8ae3f6d1d6,2026-04-17,(CMake) Add ENABLE_LCOV & make lcov-web-pages,CMakeLists.txt cmake/GenerateLCOVWebPages.cmake,drop-superseded,pre-existing-rex-lcov,N/A,rg -n 'ENABLE-LCOV|lcov' CMakeLists.txt cmake; git show --format= --unified=8 bd8721e08f1905ebeca49e8ee1ed4d8ae3f6d1d6 -- CMakeLists.txt cmake/GenerateLCOVWebPages.cmake,REX already has LCOV instrumentation via ENABLE-LCOV. Skipped upstream lcov-web-pages script because it hard-codes removed EDG/PHP/OpenAnalysis and other stale ROSE paths and does not match REX option style.
9066d8affa49576de6d72dd739e5e5f08aa3a197,2026-04-17,(CMake) Add generated code to coverage report,cmake/GenerateLCOVWebPages.cmake,drop-superseded,skipped-with-row154,N/A,git show --format= --unified=8 9066d8affa49576de6d72dd739e5e5f08aa3a197 -- cmake/GenerateLCOVWebPages.cmake,Skipped with row 154: modifies the unported lcov-web-pages script and includes stale dropped-path filters such as CodeThorn.
f731fdf82519395da82b80b34453d3410956a124,2026-04-17,(Release) Incremented version to 0.11.145.417,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
ad4fb54a7143373ade85d4bb94989e9999430c71,2026-04-18,(ByteCode JVM) Implement instruction semantics for JVM,src/Makefile.am src/Rose/BinaryAnalysis/Architecture/Jvm.C src/Rose/BinaryAnalysis/FeasiblePath.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/BasicTypes.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/CMakeLists.txt src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C src/Rose/BinaryAnalysis/InstructionSemantics/SymbolicSemantics.C src/Rose/BinaryAnalysis/InstructionSemantics/SymbolicSemantics.h src/Rose/BinaryAnalysis/InstructionSemantics/TraceSemantics.C src/Rose/BinaryAnalysis/InstructionSemantics/TraceSemantics.h src/Rose/Makefile.am,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
e2f06367a95da25c31b78e717cd9e367fdfa0acb,2026-04-19,(Release) Incremented version to 0.11.145.418,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
09509e5d88aefd02ce7b00a5dd07faa3f2b33800,2026-04-22,(cil) StringFinder,src/Makefile.am src/Rose/BinaryAnalysis.h src/Rose/BinaryAnalysis/CMakeLists.txt src/Rose/BinaryAnalysis/CilStringFinder.C src/Rose/BinaryAnalysis/CilStringFinder.h src/Rose/Makefile.am,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
0d9cd11f26af515f00b10225b14fa9c1e5ee8368,2026-04-22,(Annotation) Make dependence analysis output annotations correctly.,src/midend/astUtil/dependenceTracking/dependence_analysis.C,pick,manual,41c040cb32626d3813510eb44f3cdbed2e67e6f2,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,Ported dependence annotation output fix: OutputAnnotations now always writes annot_table when invoked.
680647092e176ca374844668663984921409fe38,2026-04-22,(Release) Incremented version to 0.11.145.419,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
325d0a0831acfa81472d44ee00eb9bc56d08bae7,2026-04-23,(Engineering) Remove DEAD code,src/ROSETTA/src/buildStorageClasses.C,drop,absent-path,N/A,test ! -f src/ROSETTA/src/buildStorageClasses.C; git show --format= --name-status 325d0a0831acfa81472d44ee00eb9bc56d08bae7,"Dropped: commit only removes dead code from src/ROSETTA/src/buildStorageClasses.C, which is absent in REX."
1fb1527dba0dce783637d076719d4a01b4958557,2026-04-24,(Release) Incremented version to 0.11.145.420,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
5f220e3d0a1cae551e8abd45ffbdbf7f0f70399e,2026-04-26,(Engineering) Update Mac for clang version 21.0.0,Makefile.am config/choose-backend-compiler.m4 config/compiler-defs.m4 config/create_system_headers config/generate-backend-compiler-specific-headers.m4 config/getAppleClangMajorVersionNumber.sh config/getAppleClangMinorVersionNumber.sh config/getAppleClangPatchVersionNumber.sh config/getAppleCxxMajorVersionNumber.sh config/getAppleCxxMinorVersionNumber.sh config/getAppleCxxPatchVersionNumber.sh config/getClangMajorVersionNumber.sh config/getClangMinorVersionNumber.sh config/mkinstalldirs configure.ac,drop,legacy-autotools,N/A,git show --format= --name-only 5f220e3d0a1cae551e8abd45ffbdbf7f0f70399e,Dropped: legacy autotools/backend compiler detection and Makefile.am/configure.ac updates are outside REX's CMake/LLVM-22 build path.
8db15eb3be7231389f3dde343771300f55e91aa5,2026-04-28,(CodeThorn) refactor external mangling,tools/CodeThorn/src/ExternalMangling.C,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
4b5e1af4c434fc796e3c2c1a050bb5cbd2a6dda9,2026-04-28,(Release) Incremented version to 0.11.145.421,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
498be0e4f7cad6c7da253b785d03bd189e38dca4,2026-04-29,(CICD) Add Check-Warnings test,.gitlab-ci.yml,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
4c50581322d42a6d2fcc81e48c198262a0e49790,2026-04-30,(Release) Incremented version to 0.11.145.422,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
961a7a085f8fd5eb1e2e4d332ef18f7db36291ee,2026-04-30,(Engineering) Fix autoconf related warnings,config/acx_libxml2.m4 config/ax_lib_mysql.m4 config/ax_lib_sqlite3.m4 config/enable-rosehpct.m4 config/support-accelerator.m4 config/support-binary.m4 config/support-capstone.m4 config/support-compass2.m4 config/support-edg.m4 config/support-gnat.m4 config/support-i386.m4 config/support-maple.m4,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
db18fb62646d652b26dd0671a00c0706852400ba,2026-05-01,(Engineering) Fix compiler warnings issued by (Apple) clang,src/3rdPartyLibraries/json/nlohmann/json.hpp src/ROSETTA/Grammar/Support.code src/Rose/BinaryAnalysis/CilStringFinder.h src/frontend/SageIII/attributeListMap.h,pick-partial,manual,ca6fb8a87ba9ca85c8923ca00a7aa821547f3d09,cmake --build build -j32,ported retained SgFuncDecl_attr constructor cleanup; skipped dropped BinaryAnalysis absent attributeListMap.h and vendored nlohmann/json churn
9f859bff6d845dbd63406c7a8f681ddc1098225d,2026-05-01,(Release) Incremented version to 0.11.145.423,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
de53c68a4e65928097ba2c5d1eb2ab328225f168,2026-05-04,(Engineering) Fix Heisenbug warning,src/ROSETTA/Grammar/Statement.code src/ROSETTA/Grammar/Support.code src/ROSETTA/Grammar/copyMemberFunction.macro src/ROSETTA/src/AstNodeClass.C src/ROSETTA/src/grammarString.C src/ROSETTA/src/statement.C,already-present,pre-existing,2f6d8f56cf0,not required,REX already avoids generated copy-loop iterators over get_args() temporaries; skipped broad mechanical formatting/assertion churn
274a2b7526742f98d199ce47d6e23dc5c84a1bec,2026-05-05,(Release) Incremented version to 0.11.145.424,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
9b482ec388a47d4cd0c143e58c5ee5b74ec658b3,2026-05-06,(Engineering) Fix autoconf related warnings,acmacros/configure-log.m4 config/support-rose.m4,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
557380f8b31165f98f332b6c6222082477d1546e,2026-05-06,(Release) Incremented version to 0.11.145.425,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
5f5609ea3fdaddfbd982a32f4c6f61777a410f33,2026-05-07,(Engineering) Fix autoconf related warnings,acmacros/compiler-id.m4 config/EDG.m4 config/Makefile.for.ROSE.includes.and.libs config/ax_boost_serialization.m4 config/choose-backend-compiler.m4 config/libxml.m4 config/mdl_have_opengl_2014.m4 config/support-capstone.m4 config/support-libpqxx.m4 config/support-mpi.m4 config/support-rose.m4 src/3rdPartyLibraries/POET/Makefile.am src/Makefile.am src/Sawyer/Makefile.am src/frontend/CxxFrontend/Clang/Makefile.am tools/Makefile.am tools/checkFortranInterfaces/Makefile.am,drop,not-applied,N/A,not required,Autotools-only cleanup; retained-looking config include is intentionally absent and guarded by CMake check_no_autotools
a283d05b42de25b16fc141b9dace89f57950e12d,2026-05-13,(DependenceTracking) Support using new FlowGraphAPI in dependence table.,src/Makefile.am src/Rose/CMakeLists.txt src/Rose/FlowAnalysisInterface.h src/Rose/FlowGraphInterface.h src/Rose/Makefile.am src/Rose/SawyerGraphConnection.h src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/dependenceTracking/dependence_analysis.C src/midend/astUtil/dependenceTracking/dependence_analysis.h src/midend/astUtil/dependenceTracking/dependence_table.C src/midend/astUtil/dependenceTracking/dependence_table.h,drop,not-applied,N/A,not required,upstream FlowGraphInterface API is absent in REX; do not introduce new Rose graph API solely for this refactor; later dependence bug-fix rows are audited against REX model
81518b4bbab2b76a9dfc8467938fdc28fa696543,2026-05-13,(Engineering) Fix compiler warnings issued by (Apple) clang,src/backend/unparser/JovialCodeGeneration/unparseJovial_expressions.C,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
f97e9244d0cbca749e1011d65141d1f2f1101dd4,2026-05-13,(Release) Incremented version to 0.11.145.426,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
529d5b531d94f0b6b53d8bd66a93d9aa566b06cf,2026-05-13,(CICD) Move rosecompiler2 references,.gitlab-ci.yml,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
03e19226d6d4afdc347aca23356b5c981ffd4057,2026-05-14,(ROSE Release) Bringing ROSE in line with LLNL release rules,COPYRIGHT LICENSE NOTICE README.md src/3rdPartyLibraries/antlr-jars/LICENSE,drop,not-applied,N/A,not required,upstream release/legal packaging and ROSE README wording do not apply directly to REX; antlr-jars path absent
029c9d6578128b4a08221cf7ef3e635b025bef46,2026-05-14,(ROSE Release) Bringing ROSE in line with LLNL release rules,README.md,drop,not-applied,N/A,not required,updates upstream LLNL release code in ROSE README only; REX README is fork-specific
3a1f9f701e6bd9f0d9f63b7e53f81a6bde44ffbb,2026-05-14,(Release) Incremented version to 0.11.145.427,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
86dde1f5be2b23b908b75c2cd9bb01efd288ceb4,2026-05-14,(Engineering) Fix compiler warnings issued by (Apple) clang,src/backend/unparser/nameQualificationSupport.C src/frontend/Experimental_General_Language_Support/SageTreeBuilder.C src/frontend/Experimental_Jovial_ROSE_Connection/ATermToSageJovialTraversal.C src/frontend/SageIII/attachPreprocessingInfoTraversal.C src/frontend/SageIII/sageInterface/sageInterface.C,pick-partial,manual,8a4f1032744467588efb133d8614043b044d9528,cmake --build build -j32,ported retained functionCallCounter warning cleanup; skipped dropped Jovial and hunks already inapplicable to current REX code
f37b86f1c9de00e585b5ffbe2b3af8a5e0dbbc6e,2026-05-15,(Release) Incremented version to 0.11.145.428,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
bad3a56b567fd202d32333b2574ed3eff4004609,2026-05-16,(DependenceTable) Fix saving of side-effect as dependences.,src/midend/astUtil/AstUtilInterface.C src/midend/astUtil/AstUtilInterface.h src/midend/astUtil/dependenceTracking/dependence_analysis.C src/midend/astUtil/dependenceTracking/dependence_table.C src/midend/astUtil/dependenceTracking/dependence_table.h,pick-partial,manual,9712d38cd5795d8fd30455fb3f2ba9ad98b4e6c9,cmake --build build -j32; focused analysis ctest 100/100,ported unknown side-effect preservation into REX model; skipped FlowGraphInterface refactor and GUI-only cluster styling
2970d46ee4afe3c98a08da34d89f986ca9875b8a,2026-05-16,(ByteCode JVM) Implement instruction semantics for JVM,src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/FrameState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/MemoryState.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RegisterStateGeneric.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/RiscOperators.h src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.C src/Rose/BinaryAnalysis/InstructionSemantics/BaseSemantics/State.h src/Rose/BinaryAnalysis/InstructionSemantics/DispatcherJvm.C src/Rose/BinaryAnalysis/InstructionSemantics/SymbolicSemantics.C src/Rose/BinaryAnalysis/InstructionSemantics/SymbolicSemantics.h tools/BinaryAnalysis/bat-debug-semantics.C,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
a21c2c8f7bfe192514422abb6094f8c2f28c3498,2026-05-16,(Engineering) Fix compiler warnings issued by (Apple) clang,src/frontend/SageIII/sage_support/keep_going.C src/frontend/SageIII/sage_support/sage_support.C,pick-partial,manual-partial,a01a97958ad32c53300bf19702e2146ede5fb721,cmake --build build -j32,Ported retained LinemarkerTraversal unused-parameter cleanup for builds where the legacy Fortran macro is disabled; current REX touch(pathname) already uses pathname unconditionally; skipped broad comment/dead-code churn.
d0747df7886ce747fa490a578caf105d14e41780,2026-05-16,(Release) Incremented version to 0.11.145.429,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
e3b9d27fb093a4cd0d8c35de18d408e71c5a51ac,2026-05-17,(ROSE) Incremented version to 2.0.0,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
24a26ab75a1995ec33f9e2bb68cbf814284ee2d2,2026-05-18,"(FlatBuffers) Better deserialization, add to_vector",src/Rose/BinaryAnalysis/Serialization/FlatBuffers.C src/Rose/BinaryAnalysis/Serialization/FlatBuffers.h src/Sawyer/AllocatingBuffer.h src/Sawyer/Buffer.h src/Sawyer/MappedBuffer.h src/Sawyer/NullBuffer.h src/Sawyer/StaticBuffer.h,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
533a785178c4155f5e931bf261c549d0991c08bd,2026-05-18,(BinaryAnalysis) Fix FlatBuffers memory map intervals and add settings support,src/Rose/BinaryAnalysis/SerialIo.C src/Rose/BinaryAnalysis/SerialIo.h src/Rose/BinaryAnalysis/Serialization/Boost.C src/Rose/BinaryAnalysis/Serialization/FlatBuffers.C src/Rose/BinaryAnalysis/Serialization/FlatBuffers.h,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
04a427cbfa87d5e3084bab4d2857ec15175700aa,2026-05-20,"(CICD) Remove unused variables, split release pipeline",.gitlab-ci.yml,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
a3c35d385424b480e53dcbf397329e954c25e064,2026-05-20,(Release) Incremented version to 2.0.1,ROSE_VERSION config/SCM_DATE configure.ac src/frontend/CxxFrontend/EDG_VERSION,drop-superseded,deferred-version-marker,N/A,not required,superseded by latest version marker in frozen range
ec573717f3dfed6a8cdc36347bed8b865f63384f,2026-05-23,(CodeThorn) copy/move special members,tools/CodeThorn/src/ClassHierarchyAnalysis.C tools/CodeThorn/src/ClassHierarchyAnalysis.h tools/CodeThorn/src/ObjectLayoutAnalysis.C tools/CodeThorn/src/RoseCompatibility.C tools/CodeThorn/src/RoseCompatibility.h,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
8d943d397a4b726278e6419d936f845ec994b849,2026-05-23,(BinaryAnalysis) Add CFG deserialization,src/Rose/BinaryAnalysis/Partitioner2/Partitioner.h src/Rose/BinaryAnalysis/Serialization/FlatBuffers.C src/Rose/BinaryAnalysis/Serialization/FlatBuffers.h,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
09ea19a4a11359a9af3d1a4267e0aea727c06f09,2026-05-23,(CICD) Fix EDG binary build/download,.gitlab-ci.yml src/frontend/CxxFrontend/Makefile.am,drop,not-applied,N/A,not required,all touched paths are abandoned or inventory-only in REX
1b11b7f66b66e258ce0878b1f41d3fb2dadb8fe7,2026-05-23,(dependence) Add saving of attributes for nodes.,src/midend/astUtil/dependenceTracking/dependence_analysis.C src/midend/astUtil/dependenceTracking/dependence_table.C src/midend/astUtil/dependenceTracking/dependence_table.h,pick-partial,manual-partial,d06ebf6ff6394cf5fced5ee8ff97e644df045b1d,cmake --build build -j32; ctest --test-dir build -R 'collectFunctionSideEffect|performAliasAnalysis|programAnalysis|astInterface' --output-on-failure -j32,Ported node-only dependence attributes into the current REX dependence table and GUI output; skipped upstream FlowGraph refactor and GUI edge-style churn.
